episode:1, reward: -50, mean reward: -4.78, score: -57.349297345650214, epsilon: 0.8855328648569292, total steps: 516
episode:599, reward: -50, mean reward: -17.2, score: -51.602035589772626, epsilon: 0.7541581784025766, total steps: 5648
episode:600, reward: -50, mean reward: -13.31, score: -53.244653325457946, epsilon: 0.7540642969043618, total steps: 5652
episode:601, reward: -50, mean reward: -17.59, score: -52.77881962937971, epsilon: 0.7539938939948755, total steps: 5655
episode:602, reward: -50, mean reward: -5.56, score: -55.58019151535814, epsilon: 0.7537592684699705, total steps: 5665
episode:603, reward: -50, mean reward: -9.09, score: -54.557469594911964, epsilon: 0.7536185306905236, total steps: 5671
episode:604, reward: -50, mean reward: -13.18, score: -52.72900968181304, epsilon: 0.7535247211405405, total steps: 5675
episode:605, reward: -50, mean reward: -13.44, score: -53.74909040744143, epsilon: 0.7534309240976637, total steps: 5679
episode:606, reward: -50, mean reward: -13.21, score: -52.835711582601235, epsilon: 0.7533371395602253, total steps: 5683
episode:607, reward: -50, mean reward: -5.23, score: -57.57328314065515, epsilon: 0.7530792965498273, total steps: 5694
episode:608, reward: -50, mean reward: -13.21, score: -52.82113782305811, epsilon: 0.7529855588929367, total steps: 5698
episode:609, reward: -50, mean reward: -6.53, score: -58.79323250225353, epsilon: 0.7527746948564558, total steps: 5707
episode:610, reward: -50, mean reward: -13.43, score: -53.737313888466474, epsilon: 0.7526809978104168, total steps: 5711
episode:611, reward: -50, mean reward: -7.27, score: -50.90375450296965, epsilon: 0.7525170580379783, total steps: 5718
episode:612, reward: -50, mean reward: -3.06, score: -73.54011004682285, epsilon: 0.7519552691370702, total steps: 5742
episode:613, reward: -50, mean reward: -3.74, score: -63.57793302771702, epsilon: 0.7515576071660922, total steps: 5759
episode:614, reward: -50, mean reward: -8.82, score: -52.91809676964802, epsilon: 0.7514173096748757, total steps: 5765
episode:615, reward: -50, mean reward: -6.53, score: -58.72768535005629, epsilon: 0.751206916042596, total steps: 5774
episode:616, reward: -50, mean reward: -3.47, score: -65.86712055028003, epsilon: 0.750762958930361, total steps: 5793
episode:617, reward: -50, mean reward: -8.65, score: -51.87762741936794, epsilon: 0.7506228203528998, total steps: 5799
episode:618, reward: -50, mean reward: -13.35, score: -53.382218742250316, epsilon: 0.7505294102043344, total steps: 5803
episode:619, reward: -50, mean reward: -17.53, score: -52.58580369289936, epsilon: 0.7504593607658443, total steps: 5806
episode:620, reward: -50, mean reward: -10.86, score: -54.310718826463884, epsilon: 0.7503426272671117, total steps: 5811
episode:621, reward: -50, mean reward: -13.28, score: -53.139647278540025, epsilon: 0.7502492544751339, total steps: 5815
episode:622, reward: -50, mean reward: -17.55, score: -52.65194155663504, epsilon: 0.7501792330508159, total steps: 5818
episode:623, reward: -50, mean reward: -10.86, score: -54.31163853294797, epsilon: 0.7500625462361454, total steps: 5823
episode:624, reward: -50, mean reward: -8.81, score: -52.83109592343217, epsilon: 0.7499225477272158, total steps: 5829
episode:625, reward: -50, mean reward: -17.57, score: -52.70805713031007, epsilon: 0.7498525589719391, total steps: 5832
episode:626, reward: -50, mean reward: -7.47, score: -52.318907446431794, epsilon: 0.7496892790915726, total steps: 5839
episode:627, reward: -50, mean reward: -17.19, score: -51.56780039773491, epsilon: 0.7496193136619932, total steps: 5842
episode:628, reward: -50, mean reward: -13.45, score: -53.78610503162332, epsilon: 0.7495260373054002, total steps: 5846
episode:629, reward: -50, mean reward: -3.97, score: -55.542857553159905, epsilon: 0.74919966798009, total steps: 5860
episode:630, reward: -50, mean reward: -6.35, score: -57.18014185445344, epsilon: 0.7489899395405348, total steps: 5869
episode:631, reward: -50, mean reward: -17.3, score: -51.89528698863015, epsilon: 0.748920044041414, total steps: 5872
episode:632, reward: -50, mean reward: -13.27, score: -53.08091549845885, epsilon: 0.748826860914555, total steps: 5876
episode:633, reward: -50, mean reward: -13.22, score: -52.87604468205694, epsilon: 0.7487336902112846, total steps: 5880
episode:634, reward: -50, mean reward: -13.31, score: -53.23079827966491, epsilon: 0.7486405319299465, total steps: 5884
episode:635, reward: -50, mean reward: -13.2, score: -52.81888269755926, epsilon: 0.7485473860688845, total steps: 5888
episode:636, reward: -50, mean reward: -13.23, score: -52.91096417369495, epsilon: 0.7484542526264429, total steps: 5892
episode:637, reward: -50, mean reward: -10.84, score: -54.2134422174133, epsilon: 0.748337853284553, total steps: 5897
episode:638, reward: -50, mean reward: -17.57, score: -52.704912667722965, epsilon: 0.7482680229907974, total steps: 5900
episode:639, reward: -50, mean reward: -13.22, score: -52.87785919360236, epsilon: 0.7481749267942831, total steps: 5904
episode:640, reward: -50, mean reward: -13.21, score: -52.83879475515046, epsilon: 0.7480818430097673, total steps: 5908
episode:641, reward: -50, mean reward: -13.24, score: -52.95626815708857, epsilon: 0.7479887716355956, total steps: 5912
episode:642, reward: -50, mean reward: -7.04, score: -56.341205770653275, epsilon: 0.7478026661116655, total steps: 5920
episode:643, reward: -50, mean reward: -10.72, score: -53.59318289710164, epsilon: 0.7476863753584787, total steps: 5925
episode:644, reward: -50, mean reward: -9.11, score: -54.64602843413766, epsilon: 0.7475468520362044, total steps: 5931
episode:645, reward: -50, mean reward: -17.57, score: -52.69976859490451, epsilon: 0.7474771008386187, total steps: 5934
episode:646, reward: -50, mean reward: -13.28, score: -53.10420384387601, epsilon: 0.7473841100913612, total steps: 5938
episode:647, reward: -50, mean reward: -2.74, score: -76.7385037795254, epsilon: 0.7467335219103217, total steps: 5966
episode:648, reward: -50, mean reward: -17.54, score: -52.62117529395837, epsilon: 0.7466638520416821, total steps: 5969
episode:649, reward: -50, mean reward: -17.57, score: -52.71093886587222, epsilon: 0.7465941891396811, total steps: 5972
episode:650, reward: -50, mean reward: -17.54, score: -52.60979878071673, epsilon: 0.746524533203622, total steps: 5975
episode:651, reward: -50, mean reward: -13.43, score: -53.73875075811523, epsilon: 0.7464316694569155, total steps: 5979
episode:652, reward: -50, mean reward: -13.44, score: -53.761633324713884, epsilon: 0.7463388180912165, total steps: 5983
episode:653, reward: -50, mean reward: -7.06, score: -56.46140995703868, epsilon: 0.7461531524962385, total steps: 5991
episode:654, reward: -50, mean reward: -13.28, score: -53.129437430985405, epsilon: 0.7460603382636587, total steps: 5995
episode:655, reward: -50, mean reward: -17.51, score: -52.53482790788176, epsilon: 0.7459907357100178, total steps: 5998
episode:656, reward: -50, mean reward: -2.15, score: -53.676862333048696, epsilon: 0.7454109850265948, total steps: 6023
episode:657, reward: -50, mean reward: -13.43, score: -53.70923516336633, epsilon: 0.7453182697430808, total steps: 6027
episode:658, reward: -50, mean reward: -13.22, score: -52.898414432938864, epsilon: 0.7452255668207806, total steps: 6031
episode:659, reward: -50, mean reward: -13.39, score: -53.54046992786722, epsilon: 0.7451328762580459, total steps: 6035
episode:660, reward: -50, mean reward: -6.5, score: -52.00221350910677, epsilon: 0.7449475322046826, total steps: 6043
episode:661, reward: -50, mean reward: -17.58, score: -52.73058060915895, epsilon: 0.7448780409260839, total steps: 6046
episode:662, reward: -50, mean reward: -17.56, score: -52.6790242559311, epsilon: 0.7448085565962658, total steps: 6049
episode:663, reward: -50, mean reward: -4.1, score: -53.286656895552085, epsilon: 0.7445075381137889, total steps: 6062
episode:664, reward: -50, mean reward: -17.57, score: -52.70915790716285, epsilon: 0.7444380908323994, total steps: 6065
episode:665, reward: -50, mean reward: -17.55, score: -52.660133567708584, epsilon: 0.7443686504953909, total steps: 6068
episode:666, reward: -50, mean reward: -5.91, score: -53.204417764737016, epsilon: 0.7441603711437071, total steps: 6077
episode:667, reward: -50, mean reward: -13.43, score: -53.73868659627344, epsilon: 0.7440678225975949, total steps: 6081
episode:668, reward: -50, mean reward: -17.19, score: -51.56599961384829, epsilon: 0.7439984192855585, total steps: 6084
episode:669, reward: -50, mean reward: -17.57, score: -52.713155220607135, epsilon: 0.7439290229135064, total steps: 6087
episode:670, reward: -50, mean reward: -9.09, score: -54.529293024735395, epsilon: 0.743790250986579, total steps: 6093
episode:671, reward: -50, mean reward: -13.44, score: -53.757894103499666, epsilon: 0.7436977517865312, total steps: 6097
episode:672, reward: -50, mean reward: -10.98, score: -54.91663056333114, epsilon: 0.7435821451287224, total steps: 6102
episode:673, reward: -50, mean reward: -10.85, score: -54.22560010032571, epsilon: 0.7434665577370846, total steps: 6107
episode:674, reward: -50, mean reward: -5.9, score: -53.08311712728447, epsilon: 0.7432585489726381, total steps: 6116
episode:675, reward: -50, mean reward: -5.47, score: -54.716651264277786, epsilon: 0.7430275012997322, total steps: 6126
episode:676, reward: -50, mean reward: -3.58, score: -64.42591765509665, epsilon: 0.7426118095189572, total steps: 6144
episode:677, reward: -50, mean reward: -8.78, score: -52.69726517758963, epsilon: 0.7424733010083662, total steps: 6150
episode:678, reward: -50, mean reward: -4.46, score: -57.95713227269451, epsilon: 0.7421732942507546, total steps: 6163
episode:679, reward: -50, mean reward: -13.2, score: -52.81728581367902, epsilon: 0.742081010630566, total steps: 6167
episode:680, reward: -50, mean reward: -13.31, score: -53.242271628660674, epsilon: 0.7419887393140396, total steps: 6171
episode:681, reward: -50, mean reward: -6.79, score: -54.35736511418213, epsilon: 0.7418042335854131, total steps: 6179
episode:682, reward: -50, mean reward: -5.87, score: -52.80970233057457, epsilon: 0.7415967234434151, total steps: 6188
episode:683, reward: -50, mean reward: -17.53, score: -52.59370324300818, epsilon: 0.7415275672289391, total steps: 6191
episode:684, reward: -50, mean reward: -3.53, score: -67.12461864982713, epsilon: 0.7410897384301153, total steps: 6210
episode:685, reward: -50, mean reward: -13.3, score: -53.18531338220659, epsilon: 0.7409975992744048, total steps: 6214
episode:686, reward: -50, mean reward: -17.59, score: -52.764476513333065, epsilon: 0.7409285029693501, total steps: 6217
episode:687, reward: -50, mean reward: -5.07, score: -60.843229090489885, epsilon: 0.7406521868350735, total steps: 6229
episode:688, reward: -50, mean reward: -17.57, score: -52.71291953270932, epsilon: 0.7405831250695358, total steps: 6232
episode:689, reward: -50, mean reward: -17.23, score: -51.70020660504025, epsilon: 0.7405140702098294, total steps: 6235
episode:690, reward: -50, mean reward: -9.1, score: -54.62543901855831, epsilon: 0.7403759812051482, total steps: 6241
episode:691, reward: -50, mean reward: -17.57, score: -52.714896165600265, epsilon: 0.7403069470587925, total steps: 6244
episode:692, reward: -50, mean reward: -7.27, score: -50.87543978180534, epsilon: 0.7401458942280397, total steps: 6251
episode:693, reward: -50, mean reward: -6.45, score: -51.5900669380666, epsilon: 0.7399618798592519, total steps: 6259
episode:694, reward: -50, mean reward: -13.38, score: -53.506336940824525, epsilon: 0.7398698910746593, total steps: 6263
episode:695, reward: -50, mean reward: -17.56, score: -52.68245185388305, epsilon: 0.7398009075347863, total steps: 6266
episode:696, reward: -50, mean reward: -17.58, score: -52.74265668675825, epsilon: 0.7397319308929223, total steps: 6269
episode:697, reward: -50, mean reward: -3.85, score: -57.70619856300566, epsilon: 0.7393871511295996, total steps: 6284
episode:698, reward: -50, mean reward: -17.56, score: -52.666664493339255, epsilon: 0.7393182158613075, total steps: 6287
episode:699, reward: -50, mean reward: -5.09, score: -56.01205999123562, epsilon: 0.7390655121806644, total steps: 6298
episode:700, reward: -50, mean reward: -17.57, score: -52.70892136549185, epsilon: 0.738996609074659, total steps: 6301
episode:701, reward: -50, mean reward: -17.21, score: -51.62084042437441, epsilon: 0.7389277128586198, total steps: 6304
episode:702, reward: -50, mean reward: -4.1, score: -57.403462539373464, epsilon: 0.7386062882641911, total steps: 6318
episode:703, reward: -50, mean reward: -5.61, score: -56.105092281773594, epsilon: 0.7383767910864243, total steps: 6328
episode:704, reward: -50, mean reward: -17.6, score: -52.790801751419735, epsilon: 0.7383079568490849, total steps: 6331
episode:705, reward: -50, mean reward: -3.72, score: -63.26517740013374, epsilon: 0.737918026164332, total steps: 6348
episode:706, reward: -50, mean reward: -4.02, score: -64.37791382041769, epsilon: 0.7375512343702171, total steps: 6364
episode:707, reward: -50, mean reward: -13.2, score: -52.79058015935249, epsilon: 0.737459566983596, total steps: 6368
episode:708, reward: -50, mean reward: -17.6, score: -52.79460115341095, epsilon: 0.7373908244640809, total steps: 6371
episode:709, reward: -50, mean reward: -2.3, score: -64.41333373165902, epsilon: 0.7367495589983496, total steps: 6399
episode:710, reward: -50, mean reward: -10.8, score: -54.01929262976253, epsilon: 0.7366351102761749, total steps: 6404
episode:711, reward: -50, mean reward: -10.82, score: -54.10718969867429, epsilon: 0.7365206806271979, total steps: 6409
episode:712, reward: -50, mean reward: -17.57, score: -52.70846471413007, epsilon: 0.7364520319916241, total steps: 6412
episode:713, reward: -50, mean reward: -13.44, score: -53.779516033739185, epsilon: 0.73636051115555, total steps: 6416
episode:714, reward: -50, mean reward: -17.53, score: -52.58743511148131, epsilon: 0.7362918785361224, total steps: 6419
episode:715, reward: -50, mean reward: -17.57, score: -52.71603165422603, epsilon: 0.7362232527796139, total steps: 6422
episode:716, reward: -50, mean reward: -5.15, score: -56.68854352346298, epsilon: 0.7359716837107425, total steps: 6433
episode:717, reward: -50, mean reward: -17.52, score: -52.566589592312155, epsilon: 0.7359030899721155, total steps: 6436
episode:718, reward: -50, mean reward: -13.34, score: -53.36201562846712, epsilon: 0.7358116423234313, total steps: 6440
episode:719, reward: -50, mean reward: -11.04, score: -55.17801677154999, epsilon: 0.7356973499076767, total steps: 6445
episode:720, reward: -50, mean reward: -10.83, score: -54.135017656421454, epsilon: 0.7355830765390706, total steps: 6450
episode:721, reward: -50, mean reward: -5.43, score: -54.32037718969934, epsilon: 0.735354586930608, total steps: 6460
episode:722, reward: -50, mean reward: -6.82, score: -54.56250947366958, epsilon: 0.7351718500734237, total steps: 6468
episode:723, reward: -50, mean reward: -12.98, score: -51.92304681434172, epsilon: 0.735080499916893, total steps: 6472
episode:724, reward: -50, mean reward: -17.6, score: -52.78908525386538, epsilon: 0.7350119952921895, total steps: 6475
episode:725, reward: -50, mean reward: -13.32, score: -53.29934587161496, epsilon: 0.7349206664482089, total steps: 6479
episode:726, reward: -50, mean reward: -4.02, score: -56.33394857839335, epsilon: 0.7346011113725167, total steps: 6493
episode:727, reward: -50, mean reward: -3.02, score: -60.32068513848359, epsilon: 0.7341448627313802, total steps: 6513
episode:728, reward: -50, mean reward: -3.22, score: -64.3575637199122, epsilon: 0.7336889181546383, total steps: 6533
episode:729, reward: -50, mean reward: -5.35, score: -58.85407794907539, epsilon: 0.7334382781714534, total steps: 6544
episode:730, reward: -50, mean reward: -5.88, score: -52.92062933428997, epsilon: 0.7332332774396491, total steps: 6553
episode:731, reward: -50, mean reward: -9.12, score: -54.73409735374126, epsilon: 0.7330966444479158, total steps: 6559
episode:732, reward: -50, mean reward: -17.31, score: -51.92685264143762, epsilon: 0.7330283381988404, total steps: 6562
episode:733, reward: -50, mean reward: -13.44, score: -53.76929495745631, epsilon: 0.7329372738248404, total steps: 6566
episode:734, reward: -50, mean reward: -17.32, score: -51.97190453849912, epsilon: 0.7328689835120304, total steps: 6569
episode:735, reward: -50, mean reward: -17.32, score: -51.958404922567894, epsilon: 0.7328007000279104, total steps: 6572
episode:736, reward: -50, mean reward: -1.57, score: -59.81007247104154, epsilon: 0.731936366667901, total steps: 6610
episode:737, reward: -50, mean reward: -17.57, score: -52.70191814152389, epsilon: 0.7318681764408023, total steps: 6613
episode:738, reward: -50, mean reward: -17.49, score: -52.47520968002357, epsilon: 0.7317999930323854, total steps: 6616
episode:739, reward: -50, mean reward: -17.56, score: -52.689433562731, epsilon: 0.7317318164419685, total steps: 6619
episode:740, reward: -50, mean reward: -10.6, score: -53.01793727251872, epsilon: 0.731618203940533, total steps: 6624
episode:741, reward: -50, mean reward: -10.88, score: -54.39801378173924, epsilon: 0.7315046103729366, total steps: 6629
episode:742, reward: -50, mean reward: -3.06, score: -73.5293393150354, epsilon: 0.73095962470797, total steps: 6653
episode:743, reward: -50, mean reward: -2.74, score: -79.47891460359558, epsilon: 0.7303016817943948, total steps: 6682
episode:744, reward: -50, mean reward: -7.42, score: -51.908543374743786, epsilon: 0.7301429632531927, total steps: 6689
episode:745, reward: -50, mean reward: -13.4, score: -53.61201716652097, epsilon: 0.7300522835702056, total steps: 6693
episode:746, reward: -50, mean reward: -17.52, score: -52.55356455435076, epsilon: 0.7299842817419965, total steps: 6696
episode:747, reward: -50, mean reward: -17.56, score: -52.668952097978675, epsilon: 0.7299162867136305, total steps: 6699
episode:748, reward: -50, mean reward: -7.54, score: -52.779971368801625, epsilon: 0.7297576580874566, total steps: 6706
episode:749, reward: -50, mean reward: -17.56, score: -52.691212639459025, epsilon: 0.7296896857203229, total steps: 6709
episode:750, reward: -50, mean reward: -17.51, score: -52.53521900329352, epsilon: 0.7296217201500861, total steps: 6712
episode:751, reward: -50, mean reward: -13.19, score: -52.75617450854668, epsilon: 0.7295311099615461, total steps: 6716
episode:752, reward: -50, mean reward: -13.29, score: -53.14016327857989, epsilon: 0.7294405118535594, total steps: 6720
episode:753, reward: -50, mean reward: -13.41, score: -53.65712540658012, epsilon: 0.7293499258245151, total steps: 6724
episode:754, reward: -50, mean reward: -17.33, score: -51.97756066552937, epsilon: 0.729281994228569, total steps: 6727
episode:755, reward: -50, mean reward: -13.17, score: -52.69929519108638, epsilon: 0.729191429333799, total steps: 6731
episode:756, reward: -50, mean reward: -17.57, score: -52.71933030996831, epsilon: 0.7291235135867096, total steps: 6734
episode:757, reward: -50, mean reward: -10.86, score: -54.32355049457115, epsilon: 0.7290103357661922, total steps: 6739
episode:758, reward: -50, mean reward: -13.18, score: -52.73161260976249, epsilon: 0.7289198070901359, total steps: 6743
episode:759, reward: -50, mean reward: -2.65, score: -66.20398427584662, epsilon: 0.728354276254803, total steps: 6768
episode:760, reward: -50, mean reward: -7.11, score: -56.91730661286793, epsilon: 0.7281734058982544, total steps: 6776
episode:761, reward: -50, mean reward: -17.56, score: -52.67218794103168, epsilon: 0.7281055919484186, total steps: 6779
episode:762, reward: -50, mean reward: -3.88, score: -58.127138724743816, epsilon: 0.7277666239015179, total steps: 6794
episode:763, reward: -50, mean reward: -17.55, score: -52.65396204368176, epsilon: 0.727698850627848, total steps: 6797
episode:764, reward: -50, mean reward: -17.44, score: -52.332731469384186, epsilon: 0.7276310841311664, total steps: 6800
episode:765, reward: -50, mean reward: -17.58, score: -52.74898840634184, epsilon: 0.7275633244107957, total steps: 6803
episode:766, reward: -50, mean reward: -10.82, score: -54.09647435653126, epsilon: 0.7274504066001396, total steps: 6808
episode:767, reward: -50, mean reward: -5.15, score: -56.67195252525775, epsilon: 0.7272020536518758, total steps: 6819
episode:768, reward: -50, mean reward: -9.14, score: -54.83720006415781, epsilon: 0.7270666267842837, total steps: 6825
episode:769, reward: -50, mean reward: -17.19, score: -51.56357096730336, epsilon: 0.7269989235068255, total steps: 6828
episode:770, reward: -50, mean reward: -17.53, score: -52.59691560768158, epsilon: 0.7269312269993567, total steps: 6831
episode:771, reward: -50, mean reward: -17.52, score: -52.556835469111476, epsilon: 0.7268635372612, total steps: 6834
episode:772, reward: -50, mean reward: -6.54, score: -58.89613631054296, epsilon: 0.7266605086558352, total steps: 6843
episode:773, reward: -50, mean reward: -13.39, score: -53.56853169051915, epsilon: 0.7265702932691739, total steps: 6847
episode:774, reward: -50, mean reward: -5.09, score: -61.029289712882786, epsilon: 0.7262997192702736, total steps: 6859
episode:775, reward: -50, mean reward: -13.22, score: -52.86522958190338, epsilon: 0.7262095519856568, total steps: 6863
episode:776, reward: -50, mean reward: -5.96, score: -53.59728865711162, epsilon: 0.7260067195464482, total steps: 6872
episode:777, reward: -50, mean reward: -13.31, score: -53.25761739853286, epsilon: 0.725916591325857, total steps: 6876
episode:778, reward: -50, mean reward: -17.6, score: -52.78787135367769, epsilon: 0.7258490030461947, total steps: 6879
episode:779, reward: -50, mean reward: -10.59, score: -52.93685188902815, epsilon: 0.7257363709319572, total steps: 6884
episode:780, reward: -50, mean reward: -17.28, score: -51.830519352419714, epsilon: 0.7256688006734332, total steps: 6887
episode:781, reward: -50, mean reward: -13.3, score: -53.18721589249188, epsilon: 0.725578717505688, total steps: 6891
episode:782, reward: -50, mean reward: -2.73, score: -71.05564876458119, epsilon: 0.7249934695945768, total steps: 6917
episode:783, reward: -50, mean reward: -6.49, score: -58.39664997511798, epsilon: 0.7247910019253673, total steps: 6926
episode:784, reward: -50, mean reward: -17.58, score: -52.7360175626977, epsilon: 0.7247235261990174, total steps: 6929
episode:785, reward: -50, mean reward: -17.2, score: -51.606254644892616, epsilon: 0.7246560572199027, total steps: 6932
episode:786, reward: -50, mean reward: -4.08, score: -57.17981895994075, epsilon: 0.7243412911776556, total steps: 6946
episode:787, reward: -50, mean reward: -5.85, score: -58.50135225888306, epsilon: 0.7241165482065058, total steps: 6956
episode:788, reward: -50, mean reward: -5.91, score: -59.091718046221004, epsilon: 0.7238918801371955, total steps: 6966
episode:789, reward: -50, mean reward: -8.75, score: -52.52564637526254, epsilon: 0.7237571152381073, total steps: 6972
episode:790, reward: -50, mean reward: -9.24, score: -55.434132330492886, epsilon: 0.7236223772893036, total steps: 6978
episode:791, reward: -50, mean reward: -13.23, score: -52.913655535739906, epsilon: 0.72353256695982, total steps: 6982
episode:792, reward: -50, mean reward: -9.2, score: -55.21956988145665, epsilon: 0.7233978739161814, total steps: 6988
episode:793, reward: -50, mean reward: -17.56, score: -52.668960119827005, epsilon: 0.723330537495667, total steps: 6991
episode:794, reward: -50, mean reward: -10.81, score: -54.039517113319405, epsilon: 0.7232183250907112, total steps: 6996
episode:795, reward: -50, mean reward: -8.78, score: -52.70696837578444, epsilon: 0.7230836948891619, total steps: 7002
episode:796, reward: -50, mean reward: -13.46, score: -53.82693515501825, epsilon: 0.7229939563792103, total steps: 7006
episode:797, reward: -50, mean reward: -13.41, score: -53.632560538934456, epsilon: 0.7229042298335957, total steps: 7010
episode:798, reward: -50, mean reward: -6.46, score: -58.10192835077275, epsilon: 0.7227023888423082, total steps: 7019
episode:799, reward: -50, mean reward: -13.19, score: -52.76170768330728, epsilon: 0.7226127011697736, total steps: 7023
episode:800, reward: -50, mean reward: -17.26, score: -51.78832770861659, epsilon: 0.722545443262608, total steps: 7026
episode:801, reward: -50, mean reward: -17.15, score: -51.46379921121631, epsilon: 0.7224781920808968, total steps: 7029
episode:802, reward: -50, mean reward: -8.79, score: -52.754719943513024, epsilon: 0.7223437098911479, total steps: 7035
episode:803, reward: -50, mean reward: -17.57, score: -52.6953057390959, epsilon: 0.7222764788817653, total steps: 7038
episode:804, reward: -50, mean reward: -10.94, score: -54.681738114265585, epsilon: 0.7221644421386062, total steps: 7043
episode:805, reward: -50, mean reward: -13.43, score: -53.712422457768184, epsilon: 0.7220748261875173, total steps: 7047
episode:806, reward: -50, mean reward: -9.1, score: -54.6284737511055, epsilon: 0.7219404246628802, total steps: 7053
episode:807, reward: -50, mean reward: -7.27, score: -50.91303955604417, epsilon: 0.7217836568540812, total steps: 7060
episode:808, reward: -50, mean reward: -5.22, score: -57.37253309152257, epsilon: 0.7215373813331727, total steps: 7071
episode:809, reward: -50, mean reward: -7.85, score: -54.97974707390355, epsilon: 0.7213807075568464, total steps: 7078
episode:810, reward: -50, mean reward: -6.59, score: -59.302177570035724, epsilon: 0.7211793235536903, total steps: 7087
episode:811, reward: -50, mean reward: -13.23, score: -52.93858490246974, epsilon: 0.7210898389429896, total steps: 7091
episode:812, reward: -50, mean reward: -17.55, score: -52.66346373310621, epsilon: 0.7210227333144327, total steps: 7094
episode:813, reward: -50, mean reward: -17.29, score: -51.875223583520366, epsilon: 0.7209556343961031, total steps: 7097
episode:814, reward: -50, mean reward: -13.39, score: -53.55050211331144, epsilon: 0.7208661796086353, total steps: 7101
episode:815, reward: -50, mean reward: -13.19, score: -52.76520405273642, epsilon: 0.7207767367476774, total steps: 7105
episode:816, reward: -50, mean reward: -13.26, score: -53.040368052689146, epsilon: 0.7206873058116392, total steps: 7109
episode:817, reward: -50, mean reward: -13.41, score: -53.655403772193466, epsilon: 0.720597886798931, total steps: 7113
episode:818, reward: -50, mean reward: -13.42, score: -53.66896596414949, epsilon: 0.7205084797079631, total steps: 7117
episode:819, reward: -50, mean reward: -1.32, score: -104.53688768879053, epsilon: 0.7187451301406497, total steps: 7196
episode:820, reward: -50, mean reward: -17.17, score: -51.50118750631587, epsilon: 0.7186782589712498, total steps: 7199
episode:821, reward: -50, mean reward: -13.43, score: -53.73856711406749, epsilon: 0.7185891078135963, total steps: 7203
episode:822, reward: -50, mean reward: -4.16, score: -58.28406236495377, epsilon: 0.718277172353885, total steps: 7217
episode:823, reward: -50, mean reward: -13.3, score: -53.20183399423139, epsilon: 0.7181880746708819, total steps: 7221
episode:824, reward: -50, mean reward: -7.06, score: -56.479634019682564, epsilon: 0.7180099149399896, total steps: 7229
episode:825, reward: -50, mean reward: -5.65, score: -56.521940565422966, epsilon: 0.7177872820758817, total steps: 7239
episode:826, reward: -50, mean reward: -7.61, score: -53.24946527804087, epsilon: 0.7176314832206372, total steps: 7246
episode:827, reward: -50, mean reward: -3.85, score: -65.52896041385237, epsilon: 0.7172532658851781, total steps: 7263
episode:828, reward: -50, mean reward: -6.15, score: -55.31113036998613, epsilon: 0.717053119928807, total steps: 7272
episode:829, reward: -50, mean reward: -6.83, score: -54.634739231497875, epsilon: 0.7168752628121623, total steps: 7280
episode:830, reward: -50, mean reward: -13.01, score: -52.03160256327965, epsilon: 0.7167863520379706, total steps: 7284
episode:831, reward: -50, mean reward: -3.46, score: -65.66538115040966, epsilon: 0.7163641877144936, total steps: 7303
episode:832, reward: -50, mean reward: -17.28, score: -51.85255562221619, epsilon: 0.716297554627432, total steps: 7306
episode:833, reward: -50, mean reward: -10.85, score: -54.27428116289963, epsilon: 0.7161865142886128, total steps: 7311
episode:834, reward: -50, mean reward: -5.43, score: -59.68788154535336, epsilon: 0.7159422906771052, total steps: 7322
episode:835, reward: -50, mean reward: -7.26, score: -50.84919533332608, epsilon: 0.715786922269633, total steps: 7329
episode:836, reward: -50, mean reward: -6.8, score: -54.37482872215445, epsilon: 0.7156094027606809, total steps: 7337
episode:837, reward: -50, mean reward: -13.42, score: -53.674307471976306, epsilon: 0.7155206607565779, total steps: 7341
episode:838, reward: -50, mean reward: -17.21, score: -51.641271144746554, epsilon: 0.7154541120179947, total steps: 7344
episode:839, reward: -50, mean reward: -17.56, score: -52.69273481956621, epsilon: 0.7153875699339526, total steps: 7347
episode:840, reward: -50, mean reward: -13.41, score: -53.642516403257346, epsilon: 0.715298857505588, total steps: 7351
episode:841, reward: -50, mean reward: -17.52, score: -52.56933991211574, epsilon: 0.7152323309462207, total steps: 7354
episode:842, reward: -50, mean reward: -8.76, score: -52.57652125421309, epsilon: 0.7150992977837912, total steps: 7360
episode:843, reward: -50, mean reward: -13.23, score: -52.91666910989595, epsilon: 0.715010623789151, total steps: 7364
episode:844, reward: -50, mean reward: -17.57, score: -52.72052558211189, epsilon: 0.7149441260517144, total steps: 7367
episode:845, reward: -50, mean reward: -13.41, score: -53.63183917513953, epsilon: 0.7148554727452593, total steps: 7371
episode:846, reward: -50, mean reward: -4.85, score: -58.145459126067124, epsilon: 0.7145895837375079, total steps: 7383
episode:847, reward: -50, mean reward: -13.43, score: -53.71507799459941, epsilon: 0.71450097770021, total steps: 7387
episode:848, reward: -50, mean reward: -17.52, score: -52.54712329614621, epsilon: 0.7144345309248342, total steps: 7390
episode:849, reward: -50, mean reward: -17.57, score: -52.715085874161815, epsilon: 0.7143680907938036, total steps: 7393
episode:850, reward: -50, mean reward: -17.56, score: -52.688765190565505, epsilon: 0.714301657306454, total steps: 7396
episode:851, reward: -50, mean reward: -4.29, score: -55.78607026185287, epsilon: 0.7140138556164909, total steps: 7409
episode:852, reward: -50, mean reward: -17.19, score: -51.56393343029417, epsilon: 0.7139474575508878, total steps: 7412
